| dtime      | temp      | humidity      |
| 20140130222349 | 150       | 41            |
| 20140130222435 | 150       | 41            |
| 20140130222520 | 150       | 41            |
| 20140130222605 | 150       | 41            |
| 20140130222651 | 150       | 41            |
| 20140130222736 | 150       | 41            |
| 20140130222821 | 150       | 41            |
| 20140130222907 | 150       | 41            |
| 20140130223007 | 150       | 41            |
| 20140130223053 | 150       | 41            |
| 20140130223138 | 150       | 41            |
| 20140130223223 | 150       | 41            |
| 20140130223309 | 150       | 41            |
| 20140130223354 | 150       | 41            |
| 20140130223424 | 150       | 41            |
| 20140130223439 | 150       | 41            |
| 20140130223555 | 150       | 41            |
| 20140130223625 | 150       | 41            |
| 20140130223655 | 140       | 42            |
| 20140130223740 | 140       | 42            |
| 20140130223826 | 140       | 42            |
| 20140130223841 | 140       | 42            |
| 20140130223911 | 140       | 42            |
| 20140130223926 | 140       | 42            |
| 20140130223956 | 140       | 42            |
| 20140130224012 | 140       | 42            |
| 20140130224042 | 140       | 42            |
| 20140130224127 | 140       | 42            |
| 20140130224142 | 140       | 42            |
| 20140130224212 | 140       | 42            |
| 20140130224228 | 140       | 42            |
| 20140130224258 | 140       | 42            |
| 20140130224313 | 140       | 42            |
| 20140130224845 | 140       | 42            |
| 20140130224931 | 140       | 42            |
| 20140130225016 | 140       | 42            |
| 20140130225031 | 140       | 42            |
| 20140130225102 | 140       | 42            |
| 20140130225117 | 140       | 42            |
| 20140130225147 | 140       | 42            |
| 20140130225232 | 140       | 42            |
| 20140130225247 | 140       | 42            |
| 20140130225317 | 140       | 42            |
| 20140130225332 | 140       | 42            |
| 20140130225403 | 140       | 42            |
| 20140130225418 | 140       | 42            |
| 20140130225448 | 140       | 42            |
| 20140130225534 | 140       | 42            |
| 20140130225619 | 140       | 42            |
| 20140130225634 | 140       | 42            |
| 20140130225704 | 140       | 42            |
| 20140130225719 | 140       | 42            |
| 20140130225820 | 140       | 42            |
| 20140130225905 | 140       | 42            |
| 20140130225950 | 140       | 42            |
| 20140130230036 | 140       | 42            |
| 20140130230121 | 140       | 42            |
| 20140130230437 | 140       | 42            |
| 20140130230523 | 150       | 41            |
| 20140130230608 | 150       | 41            |
| 20140130230638 | 150       | 41            |
| 20140130230724 | 150       | 41            |
| 20140130230739 | 150       | 41            |
| 20140130230809 | 150       | 41            |
| 20140130230824 | 150       | 41            |
| 20140130230854 | 150       | 41            |
| 20140130230940 | 150       | 41            |
| 20140130231025 | 150       | 41            |
| 20140130231040 | 150       | 41            |
| 20140130231110 | 150       | 41            |
| 20140130231126 | 150       | 41            |
| 20140130231211 | 150       | 41            |
| 20140130231256 | 150       | 41            |
| 20140130231311 | 150       | 41            |
| 20140130231342 | 150       | 41            |
| 20140130231357 | 150       | 41            |
| 20140130231427 | 150       | 41            |
| 20140130231512 | 150       | 41            |
| 20140130231613 | 150       | 41            |
| 20140130231643 | 150       | 41            |
| 20140130231658 | 150       | 41            |
| 20140130231728 | 150       | 41            |
| 20140130231814 | 150       | 41            |
| 20140130231844 | 150       | 41            |
| 20140130232100 | 150       | 41            |
| 20140130232145 | 150       | 41            |
| 20140130232230 | 150       | 41            |
| 20140130232316 | 150       | 41            |
| 20140130232401 | 150       | 41            |
| 20140130232446 | 150       | 41            |
| 20140130232532 | 150       | 41            |
| 20140130232617 | 150       | 41            |
| 20140130232702 | 140       | 42            |
| 20140130232717 | 140       | 42            |
| 20140130232748 | 140       | 42            |
| 20140130232803 | 140       | 42            |
| 20140130232833 | 140       | 42            |
| 20140130232918 | 140       | 42            |
| 20140130233004 | 140       | 42            |
| 20140130233019 | 140       | 42            |
| 20140130233049 | 140       | 42            |
| 20140130233134 | 140       | 42            |
| 20140130233149 | 140       | 42            |
| 20140130233219 | 140       | 42            |
| 20140130233250 | 140       | 42            |
| 20140130233335 | 140       | 42            |
| 20140130233938 | 140       | 42            |
| 20140130234023 | 140       | 42            |
| 20140130234108 | 140       | 42            |
| 20140130234124 | 140       | 42            |
| 20140130234154 | 140       | 42            |
| 20140130234209 | 140       | 42            |
| 20140130234239 | 140       | 42            |
| 20140130234324 | 140       | 42            |
| 20140130234410 | 140       | 42            |
| 20140130234425 | 140       | 42            |
| 20140130234455 | 140       | 42            |
| 20140130234510 | 140       | 42            |
| 20140130234540 | 140       | 42            |
| 20140130234556 | 140       | 42            |
| 20140130234626 | 140       | 42            |
| 20140130234711 | 140       | 42            |
| 20140130234741 | 140       | 42            |
| 20140130234812 | 140       | 42            |
| 20140130234857 | 140       | 42            |
| 20140130234942 | 140       | 42            |
| 20140130234957 | 140       | 42            |
| 20140130235028 | 140       | 42            |
| 20140130235043 | 140       | 42            |
| 20140130235113 | 140       | 42            |
| 20140130235128 | 140       | 42            |
| 20140130235159 | 140       | 42            |
| 20140130235244 | 140       | 42            |
| 20140130235329 | 150       | 41            |
| 20140130235344 | 150       | 41            |
| 20140130235414 | 150       | 41            |
| 20140130235429 | 150       | 41            |
| 20140130235530 | 150       | 41            |
| 20140130235615 | 150       | 41            |
| 20140130235701 | 150       | 41            |
| 20140130235746 | 150       | 41            |
| 20140130235831 | 150       | 41            |
| 20140130235917 | 150       | 41            |
| 20140130235947 | 150       | 41            |
| 20140131000002 | 150       | 41            |
| 20140131000032 | 150       | 41            |
| 20140131000118 | 150       | 41            |
| 20140131000148 | 150       | 41            |
| 20140131000218 | 150       | 41            |
| 20140131000233 | 150       | 41            |
| 20140131000303 | 150       | 41            |
| 20140131000349 | 150       | 41            |
| 20140131000404 | 150       | 41            |
| 20140131000434 | 150       | 41            |
| 20140131000449 | 150       | 41            |
| 20140131000519 | 150       | 41            |
| 20140131000534 | 150       | 41            |
| 20140131000605 | 150       | 41            |
| 20140131000650 | 150       | 41            |
| 20140131000735 | 150       | 41            |
| 20140131000750 | 150       | 41            |
| 20140131000836 | 150       | 41            |
| 20140131001152 | 150       | 41            |
| 20140131001237 | 150       | 41            |
| 20140131001323 | 150       | 41            |
| 20140131001408 | 150       | 41            |
| 20140131001453 | 140       | 42            |
| 20140131001539 | 140       | 42            |
| 20140131001554 | 140       | 42            |
| 20140131001624 | 140       | 42            |
| 20140131001639 | 140       | 42            |
| 20140131001709 | 140       | 42            |
| 20140131001755 | 140       | 42            |
| 20140131001840 | 140       | 42            |
| 20140131001855 | 140       | 42            |
| 20140131001925 | 140       | 42            |
| 20140131001941 | 140       | 42            |
| 20140131002011 | 140       | 42            |
| 20140131002111 | 140       | 42            |
| 20140131002157 | 140       | 42            |
| 20140131002242 | 140       | 42            |
| 20140131002327 | 140       | 42            |
| 20140131002413 | 140       | 42            |
| 20140131002428 | 140       | 42            |
| 20140131002458 | 140       | 42            |
| 20140131002513 | 140       | 42            |
| 20140131002543 | 140       | 42            |
| 20140131002629 | 140       | 42            |
| 20140131002729 | 140       | 42            |
| 20140131002759 | 140       | 42            |
| 20140131002814 | 140       | 42            |
| 20140131002845 | 140       | 42            |
| 20140131002900 | 140       | 42            |
| 20140131002930 | 140       | 42            |
| 20140131003000 | 140       | 42            |
| 20140131003046 | 140       | 42            |
| 20140131003131 | 140       | 42            |
| 20140131003216 | 140       | 42            |
| 20140131003302 | 140       | 42            |
| 20140131003332 | 140       | 42            |
| 20140131003347 | 140       | 42            |
| 20140131003417 | 140       | 42            |
| 20140131003433 | 140       | 42            |
| 20140131003503 | 140       | 42            |
| 20140131003548 | 140       | 42            |
| 20140131003603 | 140       | 42            |
| 20140131003633 | 140       | 42            |
| 20140131003649 | 140       | 42            |
| 20140131003734 | 140       | 42            |
| 20140131003819 | 140       | 42            |
| 20140131003834 | 140       | 42            |
| 20140131003905 | 140       | 42            |
| 20140131003920 | 140       | 42            |
| 20140131003950 | 140       | 42            |
| 20140131004035 | 140       | 42            |
| 20140131004121 | 140       | 42            |
| 20140131004136 | 140       | 42            |
| 20140131004206 | 140       | 42            |
| 20140131004221 | 150       | 41            |
| 20140131004251 | 150       | 41            |
| 20140131004306 | 150       | 41            |
| 20140131004337 | 150       | 41            |
| 20140131004407 | 150       | 41            |
| 20140131004452 | 150       | 41            |
| 20140131004537 | 150       | 41            |
| 20140131004623 | 150       | 41            |
| 20140131004708 | 150       | 41            |
| 20140131004753 | 150       | 41            |
| 20140131004839 | 150       | 41            |
| 20140131004924 | 150       | 41            |
| 20140131005009 | 150       | 41            |
| 20140131005055 | 150       | 41            |
| 20140131005140 | 150       | 41            |
| 20140131005225 | 150       | 41            |
| 20140131005241 | 150       | 41            |
| 20140131005326 | 150       | 41            |
| 20140131005411 | 150       | 41            |
| 20140131005457 | 150       | 41            |
| 20140131005542 | 150       | 41            |
| 20140131005627 | 150       | 41            |
| 20140131005657 | 150       | 41            |
| 20140131005713 | 150       | 41            |
| 20140131005758 | 150       | 41            |
| 20140131005828 | 150       | 41            |
| 20140131005858 | 150       | 41            |
| 20140131005929 | 150       | 41            |
| 20140131005944 | 150       | 41            |
| 20140131010014 | 150       | 41            |
| 20140131010059 | 150       | 41            |
| 20140131010114 | 150       | 41            |
| 20140131010145 | 150       | 41            |
| 20140131010200 | 150       | 41            |
| 20140131010230 | 150       | 41            |
| 20140131010245 | 150       | 41            |
| 20140131010316 | 150       | 41            |
| 20140131010401 | 150       | 41            |
| 20140131010446 | 150       | 41            |
| 20140131010501 | 140       | 42            |
| 20140131010547 | 140       | 42            |
| 20140131010632 | 140       | 42            |
| 20140131010647 | 140       | 42            |
| 20140131010717 | 140       | 42            |
| 20140131010733 | 140       | 42            |
| 20140131010803 | 140       | 42            |
| 20140131010818 | 140       | 42            |
| 20140131010848 | 140       | 42            |
| 20140131010933 | 140       | 42            |
| 20140131011019 | 140       | 42            |
| 20140131011034 | 140       | 42            |
| 20140131011104 | 140       | 42            |
| 20140131011119 | 140       | 42            |
| 20140131011205 | 140       | 42            |
| 20140131011250 | 140       | 42            |
| 20140131011305 | 140       | 42            |
| 20140131011335 | 140       | 42            |
| 20140131011350 | 140       | 42            |
| 20140131011421 | 140       | 42            |
| 20140131011506 | 140       | 42            |
| 20140131011551 | 140       | 42            |
| 20140131011606 | 140       | 42            |
| 20140131011637 | 140       | 42            |
| 20140131011652 | 140       | 42            |
| 20140131011722 | 140       | 42            |
| 20140131011808 | 140       | 42            |
| 20140131011853 | 140       | 42            |
| 20140131011908 | 140       | 42            |
| 20140131011938 | 140       | 42            |
| 20140131011953 | 140       | 42            |
| 20140131012054 | 140       | 42            |
| 20140131012139 | 140       | 42            |
| 20140131012224 | 140       | 42            |
| 20140131012355 | 140       | 42            |
| 20140131012440 | 140       | 42            |
| 20140131012712 | 140       | 42            |
| 20140131012757 | 140       | 42            |
| 20140131012842 | 140       | 42            |
| 20140131012927 | 140       | 42            |
| 20140131013043 | 140       | 42            |
| 20140131013058 | 140       | 42            |
| 20140131013128 | 150       | 41            |
| 20140131013144 | 150       | 41            |
| 20140131013214 | 150       | 41            |
| 20140131013259 | 150       | 41            |
| 20140131013314 | 150       | 41            |
| 20140131013344 | 150       | 41            |
| 20140131013400 | 150       | 41            |
| 20140131013445 | 150       | 41            |
| 20140131013530 | 150       | 41            |
| 20140131013545 | 150       | 41            |
| 20140131013615 | 150       | 41            |
| 20140131013631 | 150       | 41            |
| 20140131013701 | 150       | 41            |
| 20140131013746 | 150       | 41            |
| 20140131013831 | 150       | 41            |
| 20140131013847 | 150       | 41            |
| 20140131013932 | 150       | 41            |
| 20140131014017 | 150       | 41            |
| 20140131014102 | 150       | 41            |
| 20140131014118 | 150       | 41            |
| 20140131014148 | 150       | 41            |
| 20140131014203 | 150       | 41            |
| 20140131014233 | 150       | 41            |
| 20140131014319 | 150       | 41            |
| 20140131014419 | 150       | 41            |
| 20140131014505 | 150       | 41            |
| 20140131014550 | 150       | 41            |
| 20140131014635 | 150       | 41            |
| 20140131014721 | 150       | 41            |
| 20140131014806 | 150       | 41            |
| 20140131014851 | 150       | 41            |
| 20140131014937 | 150       | 41            |
| 20140131014952 | 150       | 41            |
| 20140131015022 | 150       | 41            |
| 20140131015037 | 150       | 41            |
| 20140131015107 | 140       | 42            |
| 20140131015122 | 150       | 41            |
| 20140131015153 | 150       | 41            |
| 20140131015238 | 150       | 41            |
| 20140131015323 | 140       | 42            |
| 20140131015339 | 140       | 42            |
| 20140131015409 | 140       | 42            |
| 20140131015424 | 140       | 42            |
| 20140131015454 | 140       | 42            |
| 20140131015540 | 140       | 42            |
| 20140131015610 | 140       | 42            |
| 20140131015655 | 140       | 42            |
| 20140131020258 | 140       | 42            |
| 20140131020343 | 140       | 42            |
| 20140131020358 | 140       | 42            |
| 20140131020428 | 140       | 42            |
| 20140131020444 | 140       | 42            |
| 20140131020514 | 140       | 42            |
| 20140131020529 | 140       | 42            |
| 20140131020559 | 140       | 42            |
| 20140131020644 | 140       | 42            |
| 20140131020730 | 140       | 42            |
| 20140131020745 | 140       | 42            |
| 20140131020815 | 140       | 42            |
| 20140131020830 | 140       | 42            |
| 20140131020900 | 140       | 42            |
| 20140131020946 | 140       | 42            |
| 20140131021016 | 140       | 42            |
| 20140131021046 | 140       | 42            |
| 20140131021101 | 140       | 42            |
| 20140131021132 | 140       | 42            |
| 20140131021232 | 140       | 42            |
| 20140131021317 | 140       | 42            |
| 20140131021403 | 140       | 41            |
| 20140131021448 | 140       | 42            |
| 20140131021719 | 140       | 42            |
| 20140131021804 | 140       | 42            |
| 20140131021850 | 140       | 42            |
| 20140131021935 | 150       | 41            |
| 20140131022020 | 150       | 41            |
| 20140131022106 | 150       | 41            |
| 20140131022136 | 150       | 41            |
| 20140131022151 | 150       | 41            |
| 20140131022221 | 150       | 41            |
| 20140131022236 | 150       | 41            |
| 20140131022307 | 150       | 41            |
| 20140131022322 | 150       | 41            |
| 20140131022352 | 150       | 41            |
| 20140131022422 | 150       | 41            |
| 20140131022452 | 150       | 41            |
| 20140131022507 | 150       | 41            |
| 20140131022538 | 150       | 41            |
| 20140131022623 | 150       | 41            |
| 20140131022708 | 150       | 41            |
| 20140131022723 | 150       | 41            |
| 20140131022754 | 150       | 41            |
| 20140131022809 | 150       | 41            |
| 20140131022839 | 150       | 41            |
| 20140131022854 | 150       | 41            |
| 20140131022924 | 150       | 41            |
| 20140131023010 | 150       | 41            |
| 20140131023025 | 150       | 41            |
| 20140131023055 | 150       | 41            |
| 20140131023110 | 150       | 41            |
| 20140131023512 | 150       | 41            |
| 20140131023557 | 150       | 41            |
| 20140131023642 | 150       | 41            |
| 20140131023728 | 150       | 41            |
| 20140131023813 | 150       | 41            |
| 20140131023828 | 150       | 41            |
| 20140131023858 | 150       | 41            |
| 20140131023913 | 150       | 41            |
| 20140131023944 | 150       | 41            |
| 20140131024029 | 140       | 42            |
| 20140131024114 | 140       | 41            |
| 20140131024129 | 140       | 42            |
| 20140131024200 | 140       | 41            |
| 20140131024215 | 140       | 42            |
| 20140131024245 | 140       | 42            |
| 20140131024300 | 140       | 42            |
| 20140131024330 | 140       | 42            |
| 20140131024431 | 140       | 41            |
| 20140131024516 | 140       | 41            |
| 20140131024702 | 140       | 41            |
| 20140131024747 | 140       | 41            |
| 20140131024833 | 140       | 42            |
| 20140131025234 | 140       | 41            |
| 20140131025320 | 140       | 41            |
| 20140131025350 | 140       | 41            |
| 20140131025405 | 140       | 41            |
| 20140131025435 | 140       | 41            |
| 20140131025536 | 140       | 41            |
| 20140131025606 | 140       | 41            |
| 20140131025621 | 140       | 41            |
| 20140131025651 | 140       | 41            |
| 20140131025706 | 140       | 41            |
| 20140131025736 | 140       | 41            |
| 20140131025822 | 140       | 41            |
| 20140131025907 | 140       | 41            |
| 20140131025922 | 140       | 41            |
| 20140131030007 | 140       | 41            |
| 20140131030053 | 140       | 41            |
| 20140131030108 | 140       | 41            |
| 20140131030138 | 140       | 42            |
| 20140131030153 | 140       | 41            |
| 20140131030224 | 140       | 42            |
| 20140131030239 | 140       | 41            |
| 20140131030309 | 140       | 41            |
| 20140131030354 | 140       | 42            |
| 20140131030440 | 140       | 41            |
| 20140131030455 | 140       | 42            |
| 20140131030525 | 140       | 42            |
| 20140131030540 | 140       | 42            |
| 20140131030610 | 150       | 41            |
| 20140131030640 | 150       | 41            |
| 20140131030656 | 150       | 41            |
| 20140131030726 | 150       | 41            |
| 20140131030811 | 150       | 41            |
| 20140131030856 | 150       | 41            |
| 20140131030942 | 150       | 41            |
| 20140131031027 | 150       | 41            |
| 20140131031112 | 150       | 41            |
| 20140131031158 | 150       | 41            |
| 20140131031243 | 150       | 41            |
| 20140131031344 | 150       | 41            |
| 20140131031414 | 150       | 41            |
| 20140131031514 | 150       | 41            |
| 20140131031544 | 150       | 41            |
| 20140131031559 | 150       | 41            |
| 20140131031630 | 150       | 41            |
| 20140131031645 | 150       | 41            |
| 20140131031730 | 150       | 41            |
| 20140131031815 | 150       | 41            |
| 20140131031901 | 150       | 41            |
| 20140131031946 | 150       | 41            |
| 20140131032649 | 150       | 40            |
| 20140131032735 | 150       | 40            |
| 20140131032750 | 150       | 40            |
| 20140131032820 | 140       | 41            |
| 20140131032905 | 140       | 41            |
| 20140131032950 | 140       | 41            |
| 20140131033006 | 140       | 41            |
| 20140131033036 | 140       | 41            |
| 20140131033051 | 140       | 41            |
| 20140131033121 | 140       | 41            |
| 20140131033206 | 140       | 41            |
| 20140131033252 | 140       | 41            |
| 20140131033307 | 140       | 41            |
| 20140131033337 | 140       | 41            |
| 20140131033352 | 140       | 41            |
| 20140131033422 | 140       | 41            |
| 20140131033437 | 140       | 41            |
| 20140131033523 | 140       | 41            |
| 20140131033538 | 140       | 41            |
| 20140131033608 | 140       | 41            |
| 20140131033623 | 140       | 41            |
| 20140131033653 | 140       | 41            |
| 20140131033739 | 140       | 41            |
| 20140131033824 | 140       | 41            |
| 20140131033839 | 140       | 41            |
| 20140131033909 | 140       | 41            |
| 20140131033924 | 140       | 41            |
| 20140131033955 | 140       | 41            |
| 20140131034025 | 140       | 41            |
| 20140131034040 | 140       | 41            |
| 20140131034125 | 140       | 41            |
| 20140131034140 | 140       | 41            |
| 20140131034155 | 140       | 41            |
| 20140131034241 | 140       | 41            |
| 20140131034326 | 140       | 41            |
| 20140131034411 | 140       | 41            |
| 20140131034457 | 140       | 41            |
| 20140131034542 | 140       | 41            |
| 20140131034627 | 140       | 41            |
| 20140131034713 | 140       | 41            |
| 20140131034758 | 140       | 41            |
| 20140131034843 | 140       | 41            |
| 20140131034944 | 140       | 41            |
| 20140131035029 | 150       | 41            |
| 20140131035114 | 150       | 41            |
| 20140131035200 | 150       | 41            |
| 20140131035245 | 150       | 41            |
| 20140131035330 | 150       | 41            |
| 20140131035416 | 150       | 41            |
| 20140131035446 | 150       | 41            |
| 20140131035531 | 150       | 41            |
| 20140131035546 | 150       | 41            |
| 20140131035601 | 150       | 41            |
| 20140131035903 | 150       | 41            |
| 20140131035948 | 150       | 41            |
| 20140131040033 | 150       | 41            |
| 20140131040118 | 150       | 41            |
| 20140131040204 | 150       | 41            |
| 20140131040249 | 150       | 41            |
| 20140131040334 | 150       | 41            |
| 20140131040350 | 150       | 41            |
| 20140131040420 | 150       | 41            |
| 20140131040435 | 150       | 41            |
| 20140131040505 | 150       | 41            |
| 20140131040550 | 150       | 41            |
| 20140131040636 | 150       | 41            |
| 20140131040651 | 150       | 41            |
| 20140131040721 | 150       | 41            |
| 20140131040736 | 150       | 40            |
| 20140131040822 | 150       | 40            |
| 20140131040907 | 150       | 40            |
| 20140131040952 | 150       | 40            |
| 20140131041007 | 150       | 41            |
| 20140131041123 | 150       | 40            |
| 20140131041208 | 150       | 41            |
| 20140131041223 | 140       | 41            |
| 20140131041253 | 150       | 40            |
| 20140131041308 | 140       | 41            |
| 20140131041339 | 140       | 41            |
| 20140131041354 | 140       | 41            |
| 20140131041424 | 150       | 40            |
| 20140131041509 | 150       | 40            |
| 20140131041555 | 140       | 41            |
| 20140131041610 | 140       | 41            |
| 20140131041640 | 140       | 41            |
| 20140131041655 | 140       | 41            |
| 20140131041755 | 140       | 41            |
| 20140131041841 | 140       | 41            |
| 20140131041926 | 140       | 41            |
| 20140131042011 | 140       | 41            |
| 20140131042057 | 140       | 41            |
| 20140131042142 | 140       | 41            |
| 20140131042413 | 140       | 41            |
| 20140131042459 | 140       | 41            |
| 20140131042544 | 140       | 41            |
| 20140131042629 | 140       | 41            |
| 20140131042659 | 140       | 41            |
| 20140131042715 | 140       | 41            |
| 20140131042745 | 140       | 41            |
| 20140131042800 | 140       | 41            |
| 20140131042830 | 140       | 41            |
| 20140131042915 | 140       | 41            |
| 20140131043001 | 140       | 41            |
| 20140131043016 | 140       | 41            |
| 20140131043046 | 140       | 41            |
| 20140131043101 | 140       | 41            |
| 20140131043247 | 140       | 41            |
| 20140131043332 | 140       | 41            |
| 20140131043417 | 140       | 41            |
| 20140131043503 | 140       | 41            |
| 20140131043548 | 140       | 41            |
| 20140131043633 | 140       | 41            |
| 20140131043719 | 140       | 41            |
| 20140131043804 | 140       | 41            |
| 20140131043819 | 140       | 41            |
| 20140131043849 | 140       | 41            |
| 20140131043905 | 140       | 42            |
| 20140131043935 | 140       | 42            |
| 20140131044020 | 150       | 41            |
| 20140131044121 | 150       | 41            |
| 20140131044206 | 150       | 41            |
| 20140131044251 | 150       | 41            |
| 20140131044336 | 150       | 41            |
| 20140131044422 | 160       | 41            |
| 20140131044452 | 150       | 41            |
| 20140131044507 | 150       | 41            |
| 20140131044552 | 150       | 41            |
| 20140131044607 | 150       | 41            |
| 20140131044638 | 150       | 41            |
| 20140131044653 | 150       | 41            |
| 20140131044723 | 150       | 41            |
| 20140131044738 | 150       | 41            |
| 20140131044808 | 150       | 41            |
| 20140131044854 | 150       | 41            |
| 20140131044954 | 150       | 41            |
| 20140131045024 | 150       | 41            |
| 20140131045039 | 150       | 41            |
| 20140131045109 | 150       | 41            |
| 20140131045155 | 150       | 41            |
| 20140131045225 | 150       | 41            |
| 20140131045310 | 150       | 41            |
| 20140131045355 | 150       | 41            |
| 20140131045441 | 150       | 41            |
| 20140131045928 | 150       | 40            |
| 20140131045958 | 150       | 40            |
| 20140131050043 | 150       | 40            |
| 20140131050059 | 150       | 40            |
| 20140131050129 | 150       | 40            |
| 20140131050144 | 140       | 41            |
| 20140131050214 | 140       | 41            |
| 20140131050259 | 140       | 41            |
| 20140131050345 | 140       | 41            |
| 20140131050400 | 140       | 41            |
| 20140131050430 | 140       | 41            |
| 20140131050445 | 140       | 41            |
| 20140131050515 | 140       | 41            |
| 20140131050600 | 140       | 41            |
| 20140131050701 | 140       | 41            |
| 20140131050716 | 140       | 41            |
| 20140131050746 | 140       | 41            |
| 20140131050846 | 140       | 41            |
| 20140131050932 | 140       | 41            |
| 20140131051017 | 140       | 41            |
| 20140131051102 | 140       | 41            |
| 20140131051148 | 140       | 41            |
| 20140131051233 | 140       | 41            |
| 20140131051318 | 140       | 41            |
| 20140131051419 | 140       | 41            |
| 20140131051504 | 140       | 41            |
| 20140131051550 | 140       | 41            |
| 20140131051635 | 140       | 41            |
| 20140131051720 | 140       | 41            |
| 20140131051806 | 140       | 41            |
| 20140131051836 | 140       | 41            |
| 20140131051851 | 140       | 41            |
| 20140131051921 | 140       | 41            |
| 20140131051936 | 140       | 41            |
| 20140131052007 | 140       | 41            |
| 20140131052037 | 140       | 41            |
| 20140131052107 | 140       | 41            |
| 20140131052122 | 140       | 41            |
| 20140131052152 | 140       | 41            |
| 20140131052238 | 140       | 41            |
| 20140131052323 | 140       | 41            |
| 20140131052338 | 140       | 41            |
| 20140131052408 | 140       | 41            |
| 20140131052423 | 140       | 41            |
| 20140131052453 | 140       | 41            |
| 20140131052509 | 140       | 41            |
| 20140131052539 | 140       | 41            |
| 20140131052624 | 140       | 41            |
| 20140131052639 | 150       | 40            |
| 20140131052709 | 150       | 40            |
| 20140131052725 | 150       | 41            |
| 20140131053257 | 150       | 41            |
| 20140131053342 | 150       | 41            |
